 361 , Harry Potter and the Deathly Hallows - J. K. Rowling      ,        0 , 315.825895234214
 362 , Harry Potter and the Deathly Hallows - J. K. Rowling      ,        1 , 273.236949799832
 363 , Harry Potter and the Deathly Hallows - J. K. Rowling      ,        2 , 360.232034923554
 364 , Harry Potter and the Deathly Hallows - J. K. Rowling      ,        3 ,  284.98099060525
 365 , Harry Potter and the Deathly Hallows - J. K. Rowling      ,        4 , 272.682861518415
 366 , Harry Potter and the Deathly Hallows - J. K. Rowling      ,        5 , 295.264967763859
 367 , Harry Potter and the Deathly Hallows - J. K. Rowling      ,        6 , 274.700732159536
 368 , Harry Potter and the Deathly Hallows - J. K. Rowling      ,        7 , 268.836054425141
 369 , Harry Potter and the Deathly Hallows - J. K. Rowling      ,        8 , 779.318563736899
 370 , Harry Potter and the Deathly Hallows - J. K. Rowling      ,        9 , 277.150429883454
 371 , Harry Potter and the Chamber of Secrets - J. K. Rowling   ,        0 , 159.514380843963
 372 , Harry Potter and the Chamber of Secrets - J. K. Rowling   ,        1 , 142.456666813896
 373 , Harry Potter and the Chamber of Secrets - J. K. Rowling   ,        2 , 180.480601471984
 374 , Harry Potter and the Chamber of Secrets - J. K. Rowling   ,        3 , 154.649373285414
 375 , Harry Potter and the Chamber of Secrets - J. K. Rowling   ,        4 , 138.265113535053
 376 , Harry Potter and the Chamber of Secrets - J. K. Rowling   ,        5 ,  144.35094766639
 377 , Harry Potter and the Chamber of Secrets - J. K. Rowling   ,        6 , 148.501742578818
 378 , Harry Potter and the Chamber of Secrets - J. K. Rowling   ,        7 , 138.790755568216
 379 , Harry Potter and the Chamber of Secrets - J. K. Rowling   ,        8 , 323.157009209577
 380 , Harry Potter and the Chamber of Secrets - J. K. Rowling   ,        9 , 141.097978321286
 381 , Harry Potter and the Half-Blood Prince - J. K. Rowling    ,        0 , 157.576575620933
 382 , Harry Potter and the Half-Blood Prince - J. K. Rowling    ,        1 , 140.012695020739
 383 , Harry Potter and the Half-Blood Prince - J. K. Rowling    ,        2 , 180.580839043559
 384 , Harry Potter and the Half-Blood Prince - J. K. Rowling    ,        3 , 144.590068224006
 385 , Harry Potter and the Half-Blood Prince - J. K. Rowling    ,        4 , 141.799948315403
 386 , Harry Potter and the Half-Blood Prince - J. K. Rowling    ,        5 , 167.510451326767
 387 , Harry Potter and the Half-Blood Prince - J. K. Rowling    ,        6 ,  144.43819352638
 388 , Harry Potter and the Half-Blood Prince - J. K. Rowling    ,        7 , 141.354978699925
 389 , Harry Potter and the Half-Blood Prince - J. K. Rowling    ,        8 , 357.134320617236
 390 , Harry Potter and the Half-Blood Prince - J. K. Rowling    ,        9 , 143.173825849327
 391 , Harry Potter and the Sorcerer's Stone - J. K. Rowling     ,        0 , 303.714410451528
 392 , Harry Potter and the Sorcerer's Stone - J. K. Rowling     ,        1 , 204.749007176712
 393 , Harry Potter and the Sorcerer's Stone - J. K. Rowling     ,        2 ,   308.0505749944
 394 , Harry Potter and the Sorcerer's Stone - J. K. Rowling     ,        3 ,  205.85424580071
 395 , Harry Potter and the Sorcerer's Stone - J. K. Rowling     ,        4 , 200.588119200475
 396 , Harry Potter and the Sorcerer's Stone - J. K. Rowling     ,        5 , 213.452276601135
 397 , Harry Potter and the Sorcerer's Stone - J. K. Rowling     ,        6 ,  206.87835004506
 398 , Harry Potter and the Sorcerer's Stone - J. K. Rowling     ,        7 , 198.200108967848
 399 , Harry Potter and the Sorcerer's Stone - J. K. Rowling     ,        8 , 402.839861565494
 400 , Harry Potter and the Sorcerer's Stone - J. K. Rowling     ,        9 , 208.819410096026
